,account_hash,close_flags,close_time,close_time_resolution,ledger_hash,ledger_index,parent_close_time,parent_hash,total_coins,transaction_hash,tx_count,close_time_human,close_time_difference
0,21CC3BC711B715A7CFE4D5F43E041D8E88912F10D602938D74C9DB5B96F3CAD3,0,1571357451,10,6511A4DA4E6D2A8E6727578675885129D15A7863F446D10C0EB9F1F7CA39DEDC,50780407,1571357450,013104874D8F8432FB69A5BC3D65F108D9AC90A944D6DCE1A37AA2FF640ABE5B,9.99913E+16,233BAEC258F33C24C86CC73FBFF57064E1E9575FA88C7E2E3C918FE070BD3864,33,2019-Oct-18 00:10:51,1
0,84EB47B7DA5E74AD3A85667EBD9F1FCBFD47B98863D1E1E708237BE6F721CF52,0,1571357452,10,99ADC26FA0F4055A30AF96400D2C0CF61CBF5264A46F84DC6939BEB6DBC554E0,50780408,1571357451,6511A4DA4E6D2A8E6727578675885129D15A7863F446D10C0EB9F1F7CA39DEDC,9.99913E+16,FB45CCF3BEFDE7A5582582BC15AB0C641607119F78FE5047B7952CEBE51007EA,36,2019-Oct-18 00:10:52,1
0,C0A1130811325E7094D1223A08299707CBF62A9C12CCB82AD36698DE6411A021,0,1571357460,10,A1F02F26533CA1109411206E43ED37D594A4B3818AD01C116345AC4BA3510669,50780409,1571357452,99ADC26FA0F4055A30AF96400D2C0CF61CBF5264A46F84DC6939BEB6DBC554E0,9.99913E+16,932B5DBAD731B3EC5A5B3DE7D88813423345ABD3071F3A5E5DAB2D3D3E3F5CCF,26,2019-Oct-18 00:11:00,8
0,6633F43C25E75ED44ED4A8D717421973300A72A2444DBA7D68A3D77D0654C3FD,0,1571357461,10,0695CF10934D334A63FD757960A0851EEC9F471D06E7EB76F36B98C89FE116E1,50780410,1571357460,A1F02F26533CA1109411206E43ED37D594A4B3818AD01C116345AC4BA3510669,9.99913E+16,68EA7B924D03F00580D7456A44E8280CCC7DF2DEA094194CBD1B6CD2AC023EC1,34,2019-Oct-18 00:11:01,1
0,746564F06784621A0FD8A54B597E1438DFBF1201CC944F6A0E7F1EAAC8ADB34C,0,1571357462,10,FF6B3F82F3DE0946884E991B16C14F36371C1CE6E63556F64190B1CC77C5881B,50780411,1571357461,0695CF10934D334A63FD757960A0851EEC9F471D06E7EB76F36B98C89FE116E1,9.99913E+16,78C02B9D2DA11783C72EBEA1A1D467EF0A01DAFB7F99F09575494A47056FB10A,31,2019-Oct-18 00:11:02,1
0,491B006D0AACD0813FDF1AC59DFF5185DE3246DD767819262289562309656A90,0,1571357470,10,44855F0DE63EBA03CBBF3708EAB29DE8424C1EB06C916A3A857AB9B73B334FAF,50780412,1571357462,FF6B3F82F3DE0946884E991B16C14F36371C1CE6E63556F64190B1CC77C5881B,9.99913E+16,8922E7DF21A96718709C1C13D92988701A67AF13317A67717B29E37B014D2F4A,31,2019-Oct-18 00:11:10,8
0,8D68ABE6C654C9C2563D038777F9C0D8D026BEC19CFBB72A58DB34736822C106,0,1571357471,10,914B5D2B051A8A4E4878983A36A2C871E339E6F227C1E62141C085C222B2973B,50780413,1571357470,44855F0DE63EBA03CBBF3708EAB29DE8424C1EB06C916A3A857AB9B73B334FAF,9.99913E+16,1D349780AF2CA8BD4CE0FBE380AC3E02F9D9DC799DB0F92141CC683CCFDBA697,37,2019-Oct-18 00:11:11,1
0,F9C147DA4A8F1340BB2FF0A17E807AEC99A66D1143DD6FA5F5DF458E1B6EA7AA,0,1571357480,10,D978A17819BBBBA63CA2C9001106117AC51438D40054B63D652399744A871A5E,50780414,1571357471,914B5D2B051A8A4E4878983A36A2C871E339E6F227C1E62141C085C222B2973B,9.99913E+16,6787CF38236D6239257B99553744E74334E1A7DA58653FFC9EE95A1EAEDF0802,37,2019-Oct-18 00:11:20,9
0,65CCC7E36E5E6F8EB63B5A1EB1F396D5FC92004A74E18CA198BEE516DB352CCD,0,1571357481,10,B75235EBA1599AC3C296095DE1BC85840654D2072405C2C36471524744744E17,50780415,1571357480,D978A17819BBBBA63CA2C9001106117AC51438D40054B63D652399744A871A5E,9.99913E+16,A2462CA3BF969AFE3CA53BED6AD6D39D13D560F6FF04AF84C51CAEEB718E0A60,39,2019-Oct-18 00:11:21,1
0,30D6727FB06B5442FDF08FD95A40AA802D351E07EEE1EE93FC6FA3FFCAADD7EB,0,1571357482,10,5DF07042B2C82D03168A71F8E6E93CC2FB1BE7668D8E1E394847AA2A07078FE6,50780416,1571357481,B75235EBA1599AC3C296095DE1BC85840654D2072405C2C36471524744744E17,9.99913E+16,D6264F5C08AA633D647380BE9C11132D18B8390CDAC0EFD3A2EAAEE9F97EC7BF,34,2019-Oct-18 00:11:22,1
0,860A80E959D6396BF6469CC4AAC9C663A8DF87F97B506FC2E8B0DA2221F07A22,0,1571357490,10,0E4161FF39433C0441D7DD25313908066EFB3960FAFC567C524CB81620ABADCD,50780417,1571357482,5DF07042B2C82D03168A71F8E6E93CC2FB1BE7668D8E1E394847AA2A07078FE6,9.99913E+16,EB4FEC1A96E3E9AA452EBB82F0757466D0AED0F3B16F46DFD514BB9CEB746C8B,36,2019-Oct-18 00:11:30,8
0,1D1DA8C636CBCA196558AF1EC8CC1EB8EBC81D11473AC1976ADCA7ADD775BA56,0,1571357491,10,93EDDF3D6C68E2B93484CA3F4ACC219E454BDCD8A804571E8F0B69757A4CDC3E,50780418,1571357490,0E4161FF39433C0441D7DD25313908066EFB3960FAFC567C524CB81620ABADCD,9.99913E+16,B6800841A83FE847CA51B2B1CECE2E96B23817A1644A87915387F5CDA65AE069,34,2019-Oct-18 00:11:31,1
0,F5B73890A1A4897741F2A29DDA3743407F4080561E7C2701F5BE9A709386BA5D,0,1571357500,10,EE6159168B56FF687C82290B76490268509C746C93C10315C9F2E27B9754DDD1,50780419,1571357491,93EDDF3D6C68E2B93484CA3F4ACC219E454BDCD8A804571E8F0B69757A4CDC3E,9.99913E+16,F66321B9FDB3FCF283927AEE09D80329C7137E621B876C52EF07AE6B4409D175,31,2019-Oct-18 00:11:40,9
0,436D81BFCBC51E131B65310A2961847664684D8193277B2635C343B355C9B7A7,0,1571357501,10,A993AF27A93202CA8907939781F2E3F76FE92014C00BDBDDE3C445AB43DB3603,50780420,1571357500,EE6159168B56FF687C82290B76490268509C746C93C10315C9F2E27B9754DDD1,9.99913E+16,98E45D850DECF006D05AB40634C0DC18A90DD67A51CE25FA3A4214ACCE89A4FA,34,2019-Oct-18 00:11:41,1
0,1A2D555518F7CEDB1AD7101F2C95497C0E9E9A207EAC1690F5FCCFD352A00FD6,0,1571357502,10,3603981AB4432856E9D51FB37C94514548FB0D31AD3F3196E046DB83FDCF603D,50780421,1571357501,A993AF27A93202CA8907939781F2E3F76FE92014C00BDBDDE3C445AB43DB3603,9.99913E+16,D88343BB97620BEDC3828E996B7C87E83CEB670C7E8BE4B0987EC80D4924C6C1,30,2019-Oct-18 00:11:42,1
0,7FA736114F83378180E992CDE550DB9353EF3E613730D8AAFD8CDEA78B574E67,0,1571357510,10,64C224C5F9484DCE086E3FE37C9B6F23A476E60E7F2CA2F972170C902F3B90E3,50780422,1571357502,3603981AB4432856E9D51FB37C94514548FB0D31AD3F3196E046DB83FDCF603D,9.99913E+16,FE50E494B517E49FBF77625933800840092F4E39914084F4D05A950C523FA662,44,2019-Oct-18 00:11:50,8
0,58350D46C81E6EC0C29CAC7B29B3BEDDDABC5A182B504E8B23CE691CE9F65EDB,0,1571357511,10,3E23BE2BDB06840BC12EA313163B5914B6AB811610E9A87C91FBF9EB945A4953,50780423,1571357510,64C224C5F9484DCE086E3FE37C9B6F23A476E60E7F2CA2F972170C902F3B90E3,9.99913E+16,161150058B8FD8A86A2554940523CE05BC72E46F3B1E099D57F74238BFA3EE99,46,2019-Oct-18 00:11:51,1
0,14E6F62D672F1A4745184DBDFBC8479D8F31CC671E82A300B8606873DFF3E440,0,1571357520,10,EAFD8CB882D71FD11817B94DCEDBA54B4C2CF7B71325E39B37FA7E6A99DB94B1,50780424,1571357511,3E23BE2BDB06840BC12EA313163B5914B6AB811610E9A87C91FBF9EB945A4953,9.99913E+16,6FB30EDA07A43AC21FBC8D075B52FCF352A33A904529C7DD19F08EA4332382E8,41,2019-Oct-18 00:12:00,9
0,8C8FFA93D1AEBF8FFD21701A910B29745038F07D4CF675C8FC29DD9224353E21,0,1571357521,10,C9CD24CDA7B9D19340B055CDB97ED20EC8DEE727DEEDC3E588539567791FFAE8,50780425,1571357520,EAFD8CB882D71FD11817B94DCEDBA54B4C2CF7B71325E39B37FA7E6A99DB94B1,9.99913E+16,A5E08749A4964A4CF190700BEA641A561E56C85070E66E051052794A2E1B3BE2,33,2019-Oct-18 00:12:01,1
0,9105C92ADD97E5CD3B3441BCFFE492113C9D4BD5665BAAFCAE73EF40BC55F108,0,1571357522,10,2A0C0F8850210C711AF593E5BEBB1CD7F8DA9E573D4FAFFCC1B5140BB6C4C4D8,50780426,1571357521,C9CD24CDA7B9D19340B055CDB97ED20EC8DEE727DEEDC3E588539567791FFAE8,9.99913E+16,0D11581F46C0F188CC8A6EF1350E12E41E5864EEB08BC024450EFE2D4DB17EE1,33,2019-Oct-18 00:12:02,1
0,B6DF22B591F49C64BA958135AD0469E8D75932DB2F554EE785D38180C019B68F,0,1571357530,10,EDB7A011BF17EF38B24ADD5001E77249B57C76DF772FDCC4C6E285E94C7982F2,50780427,1571357522,2A0C0F8850210C711AF593E5BEBB1CD7F8DA9E573D4FAFFCC1B5140BB6C4C4D8,9.99913E+16,E63993C5189065281734D5433339680F9022DEAE3E5DF1E3A7AC8E1191E598B2,35,2019-Oct-18 00:12:10,8
0,3C8EDA18408F186C900D721C9CC1E42ED032F2197BF3537BA22D3E9F167F2A34,0,1571357531,10,582AB33D1502028DCD5A6D2039997050C5D65E70C0AD5C83ACEEC2396C3D7E86,50780428,1571357530,EDB7A011BF17EF38B24ADD5001E77249B57C76DF772FDCC4C6E285E94C7982F2,9.99913E+16,C566A7870812EA4C1C3E8BD0D9D85066415E286A1267A5EDF445078402D6CEBE,47,2019-Oct-18 00:12:11,1
0,AB5F07E0BE26F9921FABBF1B212AE55FBBBE24EE560F31AFB28052F4503E5E46,0,1571357532,10,85991D30E579421016A2BDC50738DBC1CB2880F009506BD8C58B312767258132,50780429,1571357531,582AB33D1502028DCD5A6D2039997050C5D65E70C0AD5C83ACEEC2396C3D7E86,9.99913E+16,456F33234BE7E12A7A3DF0796A28BA8CCD6D74DFA205689ADF5612478229484D,43,2019-Oct-18 00:12:12,1
0,8AECA3EB8CBD79BCEB4EF2D7324DEAA67F0684FA7FAB7BEF165A16A58C5B3365,0,1571357540,10,AAB03AF320DB62BB189AB0175AA34FCA3600EC0DA8A780600CED5D411BC5964D,50780430,1571357532,85991D30E579421016A2BDC50738DBC1CB2880F009506BD8C58B312767258132,9.99913E+16,A11B4CFE39F1C1CF6913AAFFCDE522F5E5827F67F61DBF2A297D57A65559138D,32,2019-Oct-18 00:12:20,8
0,5E7FE0CBABADFE84EB372E9D2BC6C15B62FABB4B76463201708D6FB6428A26F8,0,1571357541,10,3FC36B20F40577E1CAB555452D884E3B101AAACAB94F6A71E2D62A332A92F945,50780431,1571357540,AAB03AF320DB62BB189AB0175AA34FCA3600EC0DA8A780600CED5D411BC5964D,9.99913E+16,383CCE092EABB8FEC74E85DE84A524BA6815DCE401574AE8E84BB617CF4FCDBB,41,2019-Oct-18 00:12:21,1
0,6A0F220D7800908350B97DBECA3072DB80ACDC52FAEC066BFEAB0E34A0D0F31B,0,1571357542,10,D1D41DCB33E40560F6624E7A2EC5F13C5EE2D92655CA2FCF7A7179CF46AE3F28,50780432,1571357541,3FC36B20F40577E1CAB555452D884E3B101AAACAB94F6A71E2D62A332A92F945,9.99913E+16,7A691AD69F9156FCDFF3684108E2D5D76DA667C262E473843999000B53B65414,35,2019-Oct-18 00:12:22,1
0,64E69D73861E83381B74E60AE5EE2FAC8886423619540CDDE886D8CC8F47A5C4,0,1571357550,10,470908C9131CD1CC400678B29576C517B43279A7E7DC8723DBF34145A565A37B,50780433,1571357542,D1D41DCB33E40560F6624E7A2EC5F13C5EE2D92655CA2FCF7A7179CF46AE3F28,9.99913E+16,9DE357E0971799FC3A0856154B1945ACE1E1FAC84E3951D09A246BAC90771FF1,40,2019-Oct-18 00:12:30,8
0,030B6FFC809C07E70C94CD088C2FE3AD04BD9DFFECA45B8232011618A8C9F934,0,1571357551,10,901C4AFF892E310E27F025A333BB3F98A2710A772B1E6C373547981CF3739CB4,50780434,1571357550,470908C9131CD1CC400678B29576C517B43279A7E7DC8723DBF34145A565A37B,9.99913E+16,AC66B12C2DCD4A751DF743FE55D4832ED3AFFACC7F5231BAEF97D70B2ECA0961,35,2019-Oct-18 00:12:31,1
0,15CAAB8BAACBB804DD8770875171C043A5F28DACBF4E4556A8063C9639B9DC2F,0,1571357560,10,F66A7E035374A840A648348DCDB3AA198775C5599D5211D7717F39A17AADBC83,50780435,1571357551,901C4AFF892E310E27F025A333BB3F98A2710A772B1E6C373547981CF3739CB4,9.99913E+16,0D8617205A64ECBDAFCAFD91370F4381C2BC6BCEAEC839CAB1BD20B8F1D99D46,34,2019-Oct-18 00:12:40,9
0,180787794B5AEBFED885DCC1B1528633215B74A528C0309C69755EF35148F130,0,1571357561,10,CEC35BE6E41B5910F4EA2E4A1F71EE5089C307F13590619A13A17AAF3C3F9B0F,50780436,1571357560,F66A7E035374A840A648348DCDB3AA198775C5599D5211D7717F39A17AADBC83,9.99913E+16,CA69DE1EE3D09BA2F3FD48160D45B195440CB4D516FB92BFB45EE18B12984B17,33,2019-Oct-18 00:12:41,1
0,7AFFB404F40B4CDAD6C85066A601BFC759D2EB9DDB17BC3A2115A141AC17629E,0,1571357562,10,C7EE0032F0D80F0BC249E377CA09447747176CBC201940A9814573DF2F666ED7,50780437,1571357561,CEC35BE6E41B5910F4EA2E4A1F71EE5089C307F13590619A13A17AAF3C3F9B0F,9.99913E+16,A7676C0872188405BC7E64FF91DEAFA73CBA6CE37C30FB0CECC03207360F4146,37,2019-Oct-18 00:12:42,1
0,AC6CA2AE52D696AD308147687499E0A3E44E80A7F83D521B6DC42F842EBCF74B,0,1571357570,10,D7EAF34ADFC8F09B4DD83017047D6614C3E50027E69FAF6EC5C50AD752F31E9A,50780438,1571357562,C7EE0032F0D80F0BC249E377CA09447747176CBC201940A9814573DF2F666ED7,9.99913E+16,39AB6ED830E2194F94A02B918A00ECB6F5927A64FD7445859EE5EEFBC95C3C74,34,2019-Oct-18 00:12:50,8
0,A9AABD2BAABEED71A34D0FD371C1971C4FD5DDE3267CA93AC8BFA7C2097326F8,0,1571357571,10,9167F36330BD0CCBA3C5B1A1FA21DB587E1CF34B7FADD641B946B0654445D40D,50780439,1571357570,D7EAF34ADFC8F09B4DD83017047D6614C3E50027E69FAF6EC5C50AD752F31E9A,9.99913E+16,B20B74725732CC08BB6F9C83B55630BC21653BF769A02DADF94FBCD3419D7201,35,2019-Oct-18 00:12:51,1
0,1E6062452717F928C7A95D9241F3F98FD196B38940424A0EE2C6F6D2181E7057,0,1571357580,10,F18B4F45B8E8DDEEDA11C3A924C3967C56A17F0E63D587E3FB310A3C950C5705,50780440,1571357571,9167F36330BD0CCBA3C5B1A1FA21DB587E1CF34B7FADD641B946B0654445D40D,9.99913E+16,D187459506E86DDA1B1976E80EE761204DF0198401E43F410038CD2F6F90F49E,40,2019-Oct-18 00:13:00,9
0,B1F5FF76D53F5C669EB517E465359C3C608745630970E07B55E964C129FD6044,0,1571357581,10,AD3463636D9053658ACE3198411C2C3F61AFA79CC71BF2079CF0DA8D31E27D24,50780441,1571357580,F18B4F45B8E8DDEEDA11C3A924C3967C56A17F0E63D587E3FB310A3C950C5705,9.99913E+16,039974D96C446CAD829FA1AE0EA10722A53F95C80CF5D82D7666476797474BBE,37,2019-Oct-18 00:13:01,1
0,154376F639E9E0A123DE63AB7D939F2224C452C23352A31176D7919170CBE9F0,0,1571357582,10,3063E536088E69D7EC5D739F55D6A72B38093DB99002B3C22604067CDBA97A9A,50780442,1571357581,AD3463636D9053658ACE3198411C2C3F61AFA79CC71BF2079CF0DA8D31E27D24,9.99913E+16,5A294FCEB04012BD738501449C08DCD7D57F7CB5800AC57DE7A38667EDBE6A00,35,2019-Oct-18 00:13:02,1
0,2A0C3F0667E50343A4A5C0DCD5B7A027F85890B9C56B9A48161239390EE7DBCB,0,1571357590,10,159ED24F45D8F1DEB33F7D511E3EBB69044FE6642741779767139AF01122F8A6,50780443,1571357582,3063E536088E69D7EC5D739F55D6A72B38093DB99002B3C22604067CDBA97A9A,9.99913E+16,491898A086B5024955073419FA7B1FD5F9921AF6AF70F46054382E300B5F8B6E,34,2019-Oct-18 00:13:10,8
0,5D8856C057151507FF8E1C4CF461766FE450E8A4BA2B194CFCCBC5D23E7A88C4,0,1571357591,10,07A97F3E7B1EA023AD03392B05B0DCCAEA6AB2CD42590EF1D84D2CB4070C8912,50780444,1571357590,159ED24F45D8F1DEB33F7D511E3EBB69044FE6642741779767139AF01122F8A6,9.99913E+16,92641750CCF9960CD949B244BF840001EF0D9FEC3D1B188529C5AA90A589C07C,36,2019-Oct-18 00:13:11,1
0,F5E1DD775E914B79B10747361BFE97A7E154E525EFE1B7C312C603B7F7ABD409,0,1571357600,10,1B225B18A26812654181923B6EDA95F08E9C47751C2EF43F2EC8CB8D201CA5BA,50780445,1571357591,07A97F3E7B1EA023AD03392B05B0DCCAEA6AB2CD42590EF1D84D2CB4070C8912,9.99913E+16,A1E820DA28EFC0529D55ACA694662F6E4B77EBA0E61591AC47B92363E4878A73,33,2019-Oct-18 00:13:20,9
0,768012FACD0A12F80594FF0DB84EA56F592B59A2F4F71EF8D54F34A7474AC665,0,1571357601,10,D3CD35C218F6AC7D8AF8DD730081647108E1C7D68F04AFF01FF37F0524905704,50780446,1571357600,1B225B18A26812654181923B6EDA95F08E9C47751C2EF43F2EC8CB8D201CA5BA,9.99913E+16,879C2E0E3D607B280C5AF67B641DCC2888C9884C3EA1207F652EAA6D8E3AB6A0,36,2019-Oct-18 00:13:21,1
0,CAC6F17AE8F15A09A301C5C67DEF72821BA210024757CEC67764B07A55CF2EE6,0,1571357602,10,758D9FD2ADF0915B4EC10C056923F12F733E9BC4680179622D2AE63121115743,50780447,1571357601,D3CD35C218F6AC7D8AF8DD730081647108E1C7D68F04AFF01FF37F0524905704,9.99913E+16,2576B60A20A13AB3462E922AF492E039C8B27434BD2F6812570A6FC39F75AB4E,35,2019-Oct-18 00:13:22,1
0,8ABE23449C01085C9DF1CEED3D80D7926AC4E117AA40CD3AE6AAF525BEFEDC68,0,1571357610,10,8601E0D21EAC9DA3726131358CFD63EAC9E800B209CE622CE2F4831CD43AE379,50780448,1571357602,758D9FD2ADF0915B4EC10C056923F12F733E9BC4680179622D2AE63121115743,9.99913E+16,0A615676B3D094B9F4AA99935272759834AC33BBC399CC757417C513A0B06A6A,75,2019-Oct-18 00:13:30,8
0,0D98DC209F5779AC4FA41215FAFA2E3D4469F126A9406872FF147C3F0BD2FE06,0,1571357611,10,A9E00EC242A49BB15AF26C6DBAC819938368D2BC4F6D490D3F70C0D7E1CEDA1B,50780449,1571357610,8601E0D21EAC9DA3726131358CFD63EAC9E800B209CE622CE2F4831CD43AE379,9.99913E+16,5A006EF3E29C2343267A8207511251ECF154AB666855D4E90742A3E361FD89AC,43,2019-Oct-18 00:13:31,1
0,46C850A19EE21E126AD666A02843505145E1E2E2606DDBD5E7F33A2C7AE25431,0,1571357612,10,08578E82911BE1027F4E5C29B9F11F138A638AFF1A5723FA7E8EF9C0B70EBA6B,50780450,1571357611,A9E00EC242A49BB15AF26C6DBAC819938368D2BC4F6D490D3F70C0D7E1CEDA1B,9.99913E+16,4890F4033BE442C642D7A04E8827539CDADB70DAC3801874BF237576A7ACD20D,47,2019-Oct-18 00:13:32,1
0,98A3870CC215C7DAE0FB06344172AB31B0D1FD80283EB11D82E9B06689E11C59,0,1571357620,10,0305DD02D6EB7FFAB583CBC12CD3F6B18D2E59F029F860C159C004D032C0AD9F,50780451,1571357612,08578E82911BE1027F4E5C29B9F11F138A638AFF1A5723FA7E8EF9C0B70EBA6B,9.99913E+16,B892C1D7BA05FA0B2FCBD82003B36A6A8FD67CCFF3E1AD01CF2DB20F0A35A2E4,40,2019-Oct-18 00:13:40,8
0,EC5ABDE15CD7C7ABD9F38695709A90AFA0A57E3C6D3DDB9486475CF9058CB4B3,0,1571357621,10,23D5B684BBAD29DE35AF87135700CCE50FA0D3EBA1A06969B55A1012B231F3EE,50780452,1571357620,0305DD02D6EB7FFAB583CBC12CD3F6B18D2E59F029F860C159C004D032C0AD9F,9.99913E+16,74F02774F966A2A3E6F7CB7CA3055BF1FC18443F1B5578D731DADE1231836CBE,36,2019-Oct-18 00:13:41,1
0,76E021A4EAF000C81FDFC8438E98E74DB38FB03352B8BA0416033472BEB566BE,0,1571357630,10,BDA35FC0DDA4A9F3FA133E2C2998FC464A1DC0D37F5D5DACABF5778844C335F5,50780453,1571357621,23D5B684BBAD29DE35AF87135700CCE50FA0D3EBA1A06969B55A1012B231F3EE,9.99913E+16,68322033535FBE815AF3C4B7F6B99E733FB41A8851C0061C6A5A2F3C4A27040E,40,2019-Oct-18 00:13:50,9
0,173F8A8225446739D825ACF58D9D8B368B508FB22188426C4344D22BA14FD5BB,0,1571357631,10,B04F77AEAA371F6B94B89E24B6366A6E3A3129B51DD8B4F171C80959A24537EB,50780454,1571357630,BDA35FC0DDA4A9F3FA133E2C2998FC464A1DC0D37F5D5DACABF5778844C335F5,9.99913E+16,46E16AFD886089908721EAECB6B4D174E3A5AEA385ACAD4A075B782E6062C2D0,42,2019-Oct-18 00:13:51,1
0,469201B281AAF40CDC445ABAADFDC9461F925D7311EA1AC2B40635DCC1C64BC4,0,1571357681,10,FC97BA81526C2AAA2F1FE1C184C437AFC142663CFAC2A5ED0B15B889EEE91073,50780467,1571357680,D30CADFD8774683994AB6AB5740F2933106ADB70DB0E27564E56B4054173F1DA,9.99913E+16,A7F25A37AB11DA4D35EAEFE9AF387F0445D05BE44BEE414CBC3BCC9447ECA9DF,36,2019-Oct-18 00:14:41,1
